,polarity,subjectivity,max_polarity
2015-02-01,0.0,0.0,0.0
2015-02-08,0.0,0.0,0.0
2015-02-15,0.0,0.0,0.0
2015-02-22,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0
2015-03-08,0.0,0.0,0.0
2015-03-15,0.0,0.0,0.0
2015-03-22,0.0,0.0,0.0
2015-03-29,0.0,0.0,0.0
2015-04-05,0.0,0.0,0.0
2015-04-12,0.0,0.0,0.0
2015-04-19,0.0,0.0,0.0
2015-04-26,0.0,0.0,0.0
2015-05-03,0.0,0.0,0.0
2015-05-10,0.0,0.0,0.0
2015-05-17,0.0,0.0,0.0
2015-05-24,0.0,0.0,0.0
2015-05-31,0.0,0.0,0.0
2015-06-07,0.0,0.0,0.0
2015-06-14,0.0,0.0,0.0
2015-06-21,0.0,0.0,0.0
2015-06-28,0.0,0.0,0.0
2015-07-05,0.0,0.0,0.0
2015-07-12,0.0,0.0,0.0
2015-07-19,0.0,0.0,0.0
2015-07-26,0.0,0.0,0.0
2015-08-02,0.0,0.0,0.0
2015-08-09,0.0,0.0,0.0
2015-08-16,0.0,0.0,0.0
2015-08-23,0.0,0.0,0.0
2015-08-30,0.0,0.0,0.0
2015-09-06,0.0,0.0,0.0
2015-09-13,0.0,0.0,0.0
2015-09-20,0.0,0.0,0.0
2015-09-27,0.0,0.0,0.0
2015-10-04,0.0,0.0,0.0
2015-10-11,0.0,0.0,0.0
2015-10-18,0.0,0.0,0.0
2015-10-25,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0
2015-11-08,0.0,0.0,0.0
2015-11-15,0.0,0.0,0.0
2015-11-22,0.0,0.0,0.0
2015-11-29,0.0,0.0,0.0
2015-12-06,0.0,0.0,0.0
2015-12-13,0.0,0.0,0.0
2015-12-20,0.0,0.0,0.0
2016-01-04,0.0,0.0,0.0
2016-01-11,0.0,0.0,0.0
2016-01-18,0.0,0.0,0.0
2016-01-25,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0
2016-02-08,0.0,0.0,0.0
2016-02-15,0.0,0.0,0.0
2016-02-22,0.0,0.0,0.0
2016-02-29,0.0,0.0,0.0
2016-03-07,0.0,0.0,0.0
2016-03-14,0.0,0.0,0.0
2016-03-21,0.0,0.0,0.0
2016-03-28,0.0,0.0,0.0
2016-04-04,0.0,0.0,0.0
2016-04-11,0.0,0.0,0.0
2016-04-18,0.0,0.0,0.0
2016-04-25,0.0,0.0,0.0
2016-05-02,0.0,0.0,0.0
2016-05-09,0.0,0.0,0.0
2016-05-16,0.0,0.0,0.0
2016-05-23,0.0,0.0,0.0
2016-05-30,0.0,0.0,0.0
2016-06-06,0.0,0.0,0.0
2016-06-13,0.0,0.0,0.0
2016-06-20,0.0,0.0,0.0
2016-06-27,0.0,0.0,0.0
2016-07-04,0.0,0.0,0.0
2016-07-11,0.0,0.0,0.0
2016-07-18,0.0,0.0,0.0
2016-07-25,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0
2016-08-08,0.0,0.0,0.0
2016-08-15,0.0,0.0,0.0
2016-08-22,0.0,0.0,0.0
2016-08-29,0.0,0.0,0.0
2016-09-05,0.0,0.0,0.0
2016-09-12,0.0,0.0,0.0
2016-09-19,0.0,0.0,0.0
2016-09-26,0.0,0.0,0.0
2016-10-03,0.0,0.0,0.0
2016-10-10,0.0,0.0,0.0
2016-10-17,0.0,0.0,0.0
2016-10-24,0.0,0.0,0.0
2016-10-31,0.0,0.0,0.0
